species,chromosome,type,chunks,length_kb
Carex_elata,OZ253282.1,gap,99,495
Carex_elata,OZ253283.1,gap,175,875
Carex_elata,OZ253283.1,array,6,30
Carex_elata,OZ253283.1,gap,1,5
Carex_elata,OZ253283.1,array,1,5
Carex_elata,OZ253283.1,gap,232,1160
Carex_elata,OZ253283.1,array,10,50
Carex_elata,OZ253283.1,gap,153,765
Carex_elata,OZ253283.1,array,7,35
Carex_elata,OZ253283.1,gap,384,1920
Carex_elata,OZ253283.1,array,7,35
Carex_elata,OZ253283.1,gap,89,445
Carex_elata,OZ253283.1,array,7,35
Carex_elata,OZ253283.1,gap,139,695
Carex_elata,OZ253283.1,array,7,35
Carex_elata,OZ253283.1,gap,9,45
Carex_elata,OZ253283.1,array,7,35
Carex_elata,OZ253283.1,gap,222,1110
Carex_elata,OZ253283.1,array,5,25
Carex_elata,OZ253283.1,gap,183,915
Carex_elata,OZ253283.1,array,6,30
Carex_elata,OZ253283.1,gap,170,850
Carex_elata,OZ253283.1,array,6,30
Carex_elata,OZ253283.1,gap,215,1075
Carex_elata,OZ253283.1,array,9,45
Carex_elata,OZ253283.1,gap,246,1230
Carex_elata,OZ253283.1,array,9,45
Carex_elata,OZ253283.1,gap,130,650
Carex_elata,OZ253283.1,array,6,30
Carex_elata,OZ253283.1,gap,156,780
Carex_elata,OZ253283.1,array,4,20
Carex_elata,OZ253284.1,array,8,40
Carex_elata,OZ253284.1,gap,111,555
Carex_elata,OZ253284.1,array,5,25
Carex_elata,OZ253284.1,gap,112,560
Carex_elata,OZ253284.1,array,6,30
Carex_elata,OZ253284.1,gap,105,525
Carex_elata,OZ253284.1,array,4,20
Carex_elata,OZ253284.1,gap,2,10
Carex_elata,OZ253284.1,array,1,5
Carex_elata,OZ253284.1,gap,114,570
Carex_elata,OZ253284.1,array,5,25
Carex_elata,OZ253284.1,gap,1,5
Carex_elata,OZ253284.1,array,3,15
Carex_elata,OZ253284.1,gap,101,505
Carex_elata,OZ253284.1,array,9,45
Carex_elata,OZ253284.1,gap,2,10
Carex_elata,OZ253284.1,array,4,20
Carex_elata,OZ253284.1,gap,158,790
Carex_elata,OZ253284.1,array,3,15
Carex_elata,OZ253284.1,gap,103,515
Carex_elata,OZ253284.1,array,5,25
Carex_elata,OZ253284.1,gap,92,460
Carex_elata,OZ253284.1,array,7,35
Carex_elata,OZ253284.1,gap,79,395
Carex_elata,OZ253284.1,array,3,15
Carex_elata,OZ253284.1,gap,169,845
Carex_elata,OZ253284.1,array,6,30
Carex_elata,OZ253284.1,gap,58,290
Carex_elata,OZ253284.1,array,7,35
Carex_elata,OZ253284.1,gap,88,440
Carex_elata,OZ253284.1,array,6,30
Carex_elata,OZ253284.1,gap,132,660
Carex_elata,OZ253284.1,array,4,20
Carex_elata,OZ253284.1,gap,181,905
Carex_elata,OZ253284.1,array,9,45
Carex_elata,OZ253284.1,gap,81,405
Carex_elata,OZ253284.1,array,6,30
Carex_elata,OZ253284.1,gap,90,450
Carex_elata,OZ253284.1,array,7,35
Carex_elata,OZ253284.1,gap,115,575
Carex_elata,OZ253284.1,array,1,5
Carex_elata,OZ253284.1,gap,66,330
Carex_elata,OZ253284.1,array,3,15
Carex_elata,OZ253284.1,gap,172,860
Carex_elata,OZ253284.1,array,5,25
Carex_elata,OZ253284.1,gap,26,130
Carex_elata,OZ253284.1,array,2,10
Carex_elata,OZ253284.1,gap,1,5
Carex_elata,OZ253284.1,array,1,5
Carex_elata,OZ253284.1,gap,75,375
Carex_elata,OZ253284.1,array,4,20
Carex_elata,OZ253284.1,gap,72,360
Carex_elata,OZ253284.1,array,5,25
Carex_elata,OZ253284.1,gap,145,725
Carex_elata,OZ253284.1,array,2,10
Carex_elata,OZ253284.1,gap,5,25
Carex_elata,OZ253284.1,array,4,20
Carex_elata,OZ253284.1,gap,1,5
Carex_elata,OZ253284.1,array,1,5
Carex_elata,OZ253284.1,gap,1,5
Carex_elata,OZ253285.1,gap,9,45
Carex_elata,OZ253285.1,array,2,10
Carex_elata,OZ253285.1,gap,22,110
Carex_elata,OZ253285.1,array,1,5
Carex_elata,OZ253285.1,gap,6,30
Carex_elata,OZ253285.1,array,4,20
Carex_elata,OZ253285.1,gap,198,990
Carex_elata,OZ253285.1,array,6,30
Carex_elata,OZ253285.1,gap,35,175
Carex_elata,OZ253285.1,array,6,30
Carex_elata,OZ253285.1,gap,366,1830
Carex_elata,OZ253285.1,array,7,35
Carex_elata,OZ253285.1,gap,163,815
Carex_elata,OZ253285.1,array,3,15
Carex_elata,OZ253285.1,gap,89,445
Carex_elata,OZ253285.1,array,5,25
Carex_elata,OZ253285.1,gap,372,1860
Carex_elata,OZ253285.1,array,2,10
Carex_elata,OZ253285.1,gap,5,25
Carex_elata,OZ253285.1,array,2,10
Carex_elata,OZ253285.1,gap,1,5
Carex_elata,OZ253285.1,array,7,35
Carex_elata,OZ253285.1,gap,185,925
Carex_elata,OZ253285.1,array,6,30
Carex_elata,OZ253285.1,gap,174,870
Carex_elata,OZ253285.1,array,2,10
Carex_elata,OZ253285.1,gap,185,925
Carex_elata,OZ253285.1,array,6,30
Carex_elata,OZ253285.1,gap,168,840
Carex_elata,OZ253285.1,array,3,15
Carex_elata,OZ253285.1,gap,1,5
Carex_elata,OZ253285.1,array,2,10
Carex_elata,OZ253285.1,gap,236,1180
Carex_elata,OZ253285.1,array,5,25
Carex_elata,OZ253285.1,gap,188,940
Carex_elata,OZ253286.1,gap,404,2020
Carex_elata,OZ253286.1,array,5,25
Carex_elata,OZ253286.1,gap,309,1545
Carex_elata,OZ253286.1,array,5,25
Carex_elata,OZ253286.1,gap,315,1575
Carex_elata,OZ253286.1,array,6,30
Carex_elata,OZ253286.1,gap,20,100
Carex_elata,OZ253286.1,array,18,90
Carex_elata,OZ253286.1,gap,345,1725
Carex_elata,OZ253286.1,array,5,25
Carex_elata,OZ253286.1,gap,296,1480
Carex_elata,OZ253286.1,array,4,20
Carex_elata,OZ253286.1,gap,321,1605
Carex_elata,OZ253286.1,array,5,25
Carex_elata,OZ253286.1,gap,321,1605
Carex_elata,OZ253286.1,array,9,45
Carex_elata,OZ253286.1,gap,6,30
Carex_elata,OZ253287.1,gap,1,5
Carex_elata,OZ253287.1,array,10,50
Carex_elata,OZ253287.1,gap,516,2580
Carex_elata,OZ253287.1,array,5,25
Carex_elata,OZ253287.1,gap,69,345
Carex_elata,OZ253287.1,array,4,20
Carex_elata,OZ253287.1,gap,128,640
Carex_elata,OZ253287.1,array,9,45
Carex_elata,OZ253287.1,gap,196,980
Carex_elata,OZ253287.1,array,5,25
Carex_elata,OZ253287.1,gap,211,1055
Carex_elata,OZ253287.1,array,2,10
Carex_elata,OZ253287.1,gap,4,20
Carex_elata,OZ253287.1,array,4,20
Carex_elata,OZ253287.1,gap,88,440
Carex_elata,OZ253287.1,array,5,25
Carex_elata,OZ253287.1,gap,142,710
Carex_elata,OZ253287.1,array,5,25
Carex_elata,OZ253287.1,gap,199,995
Carex_elata,OZ253287.1,array,5,25
Carex_elata,OZ253287.1,gap,155,775
Carex_elata,OZ253287.1,array,5,25
Carex_elata,OZ253287.1,gap,172,860
Carex_elata,OZ253287.1,array,5,25
Carex_elata,OZ253287.1,gap,56,280
Carex_elata,OZ253287.1,array,2,10
Carex_elata,OZ253287.1,gap,4,20
Carex_elata,OZ253287.1,array,8,40
Carex_elata,OZ253287.1,gap,172,860
Carex_elata,OZ253287.1,array,6,30
Carex_elata,OZ253287.1,gap,104,520
Carex_elata,OZ253288.1,gap,65,325
Carex_elata,OZ253288.1,array,3,15
Carex_elata,OZ253288.1,gap,263,1315
Carex_elata,OZ253288.1,array,5,25
Carex_elata,OZ253288.1,gap,140,700
Carex_elata,OZ253288.1,array,6,30
Carex_elata,OZ253288.1,gap,197,985
Carex_elata,OZ253288.1,array,8,40
Carex_elata,OZ253288.1,gap,113,565
Carex_elata,OZ253288.1,array,6,30
Carex_elata,OZ253288.1,gap,170,850
Carex_elata,OZ253288.1,array,8,40
Carex_elata,OZ253288.1,gap,251,1255
Carex_elata,OZ253288.1,array,8,40
Carex_elata,OZ253288.1,gap,152,760
Carex_elata,OZ253288.1,array,6,30
Carex_elata,OZ253288.1,gap,267,1335
Carex_elata,OZ253288.1,array,6,30
Carex_elata,OZ253288.1,gap,211,1055
Carex_elata,OZ253288.1,array,4,20
Carex_elata,OZ253288.1,gap,151,755
Carex_elata,OZ253288.1,array,5,25
Carex_elata,OZ253288.1,gap,208,1040
Carex_elata,OZ253288.1,array,7,35
Carex_elata,OZ253288.1,gap,14,70
Carex_elata,OZ253289.1,gap,11,55
Carex_elata,OZ253289.1,array,7,35
Carex_elata,OZ253289.1,gap,2,10
Carex_elata,OZ253289.1,array,2,10
Carex_elata,OZ253289.1,gap,150,750
Carex_elata,OZ253289.1,array,2,10
Carex_elata,OZ253289.1,gap,4,20
Carex_elata,OZ253289.1,array,7,35
Carex_elata,OZ253289.1,gap,91,455
Carex_elata,OZ253289.1,array,4,20
Carex_elata,OZ253289.1,gap,1,5
Carex_elata,OZ253289.1,array,4,20
Carex_elata,OZ253289.1,gap,164,820
Carex_elata,OZ253289.1,array,9,45
Carex_elata,OZ253289.1,gap,69,345
Carex_elata,OZ253289.1,array,6,30
Carex_elata,OZ253289.1,gap,115,575
Carex_elata,OZ253289.1,array,6,30
Carex_elata,OZ253289.1,gap,160,800
Carex_elata,OZ253289.1,array,4,20
Carex_elata,OZ253289.1,gap,66,330
Carex_elata,OZ253289.1,array,7,35
Carex_elata,OZ253289.1,gap,152,760
Carex_elata,OZ253289.1,array,1,5
Carex_elata,OZ253289.1,gap,1,5
Carex_elata,OZ253289.1,array,4,20
Carex_elata,OZ253289.1,gap,1,5
Carex_elata,OZ253289.1,array,2,10
Carex_elata,OZ253289.1,gap,2,10
Carex_elata,OZ253289.1,array,1,5
Carex_elata,OZ253289.1,gap,87,435
Carex_elata,OZ253289.1,array,2,10
Carex_elata,OZ253289.1,gap,2,10
Carex_elata,OZ253289.1,array,3,15
Carex_elata,OZ253289.1,gap,106,530
Carex_elata,OZ253289.1,array,7,35
Carex_elata,OZ253289.1,gap,135,675
Carex_elata,OZ253289.1,array,6,30
Carex_elata,OZ253289.1,gap,61,305
Carex_elata,OZ253289.1,array,10,50
Carex_elata,OZ253289.1,gap,1,5
Carex_elata,OZ253289.1,array,1,5
Carex_elata,OZ253289.1,gap,156,780
Carex_elata,OZ253289.1,array,8,40
Carex_elata,OZ253289.1,gap,1,5
Carex_elata,OZ253289.1,array,3,15
Carex_elata,OZ253289.1,gap,172,860
Carex_elata,OZ253289.1,array,4,20
Carex_elata,OZ253289.1,gap,92,460
Carex_elata,OZ253289.1,array,5,25
Carex_elata,OZ253289.1,gap,97,485
Carex_elata,OZ253289.1,array,7,35
Carex_elata,OZ253289.1,gap,149,745
Carex_elata,OZ253289.1,array,10,50
Carex_elata,OZ253289.1,gap,38,190
Carex_elata,OZ253289.1,array,2,10
Carex_elata,OZ253289.1,gap,18,90
Carex_elata,OZ253289.1,array,4,20
Carex_elata,OZ253289.1,gap,1,5
Carex_elata,OZ253290.1,gap,13,65
Carex_elata,OZ253290.1,array,5,25
Carex_elata,OZ253290.1,gap,216,1080
Carex_elata,OZ253290.1,array,6,30
Carex_elata,OZ253290.1,gap,105,525
Carex_elata,OZ253290.1,array,7,35
Carex_elata,OZ253290.1,gap,139,695
Carex_elata,OZ253290.1,array,4,20
Carex_elata,OZ253290.1,gap,89,445
Carex_elata,OZ253290.1,array,5,25
Carex_elata,OZ253290.1,gap,81,405
Carex_elata,OZ253290.1,array,4,20
Carex_elata,OZ253290.1,gap,213,1065
Carex_elata,OZ253290.1,array,6,30
Carex_elata,OZ253290.1,gap,159,795
Carex_elata,OZ253290.1,array,5,25
Carex_elata,OZ253290.1,gap,153,765
Carex_elata,OZ253290.1,array,1,5
Carex_elata,OZ253290.1,gap,7,35
Carex_elata,OZ253290.1,array,1,5
Carex_elata,OZ253290.1,gap,5,25
Carex_elata,OZ253290.1,array,7,35
Carex_elata,OZ253290.1,gap,132,660
Carex_elata,OZ253290.1,array,7,35
Carex_elata,OZ253290.1,gap,301,1505
Carex_elata,OZ253290.1,array,6,30
Carex_elata,OZ253290.1,gap,66,330
Carex_elata,OZ253290.1,array,6,30
Carex_elata,OZ253290.1,gap,364,1820
Carex_elata,OZ253290.1,array,11,55
Carex_elata,OZ253290.1,gap,13,65
Carex_elata,OZ253291.1,gap,7,35
Carex_elata,OZ253291.1,array,9,45
Carex_elata,OZ253291.1,gap,372,1860
Carex_elata,OZ253291.1,array,4,20
Carex_elata,OZ253291.1,gap,1,5
Carex_elata,OZ253291.1,array,3,15
Carex_elata,OZ253291.1,gap,198,990
Carex_elata,OZ253291.1,array,2,10
Carex_elata,OZ253291.1,gap,120,600
Carex_elata,OZ253291.1,array,5,25
Carex_elata,OZ253291.1,gap,19,95
Carex_elata,OZ253291.1,array,5,25
Carex_elata,OZ253291.1,gap,479,2395
Carex_elata,OZ253291.1,array,9,45
Carex_elata,OZ253291.1,gap,2,10
Carex_elata,OZ253291.1,array,1,5
Carex_elata,OZ253291.1,gap,347,1735
Carex_elata,OZ253291.1,array,1,5
Carex_elata,OZ253291.1,gap,2,10
Carex_elata,OZ253291.1,array,4,20
Carex_elata,OZ253291.1,gap,188,940
Carex_elata,OZ253291.1,array,4,20
Carex_elata,OZ253291.1,gap,9,45
Carex_elata,OZ253291.1,array,3,15
Carex_elata,OZ253291.1,gap,85,425
Carex_elata,OZ253291.1,array,4,20
Carex_elata,OZ253291.1,gap,100,500
Carex_elata,OZ253291.1,array,3,15
Carex_elata,OZ253291.1,gap,134,670
Carex_elata,OZ253291.1,array,12,60
Carex_elata,OZ253291.1,gap,4,20
Carex_elata,OZ253292.1,gap,22,110
Carex_elata,OZ253292.1,array,1,5
Carex_elata,OZ253292.1,gap,7,35
Carex_elata,OZ253292.1,array,5,25
Carex_elata,OZ253292.1,gap,56,280
Carex_elata,OZ253292.1,array,3,15
Carex_elata,OZ253292.1,gap,4,20
Carex_elata,OZ253292.1,array,4,20
Carex_elata,OZ253292.1,gap,166,830
Carex_elata,OZ253292.1,array,7,35
Carex_elata,OZ253292.1,gap,111,555
Carex_elata,OZ253292.1,array,5,25
Carex_elata,OZ253292.1,gap,155,775
Carex_elata,OZ253292.1,array,7,35
Carex_elata,OZ253292.1,gap,138,690
Carex_elata,OZ253292.1,array,5,25
Carex_elata,OZ253292.1,gap,63,315
Carex_elata,OZ253292.1,array,3,15
Carex_elata,OZ253292.1,gap,220,1100
Carex_elata,OZ253292.1,array,6,30
Carex_elata,OZ253292.1,gap,247,1235
Carex_elata,OZ253292.1,array,5,25
Carex_elata,OZ253292.1,gap,2,10
Carex_elata,OZ253292.1,array,1,5
Carex_elata,OZ253292.1,gap,114,570
Carex_elata,OZ253292.1,array,3,15
Carex_elata,OZ253292.1,gap,2,10
Carex_elata,OZ253292.1,array,3,15
Carex_elata,OZ253292.1,gap,239,1195
Carex_elata,OZ253292.1,array,7,35
Carex_elata,OZ253292.1,gap,126,630
Carex_elata,OZ253292.1,array,8,40
Carex_elata,OZ253292.1,gap,94,470
Carex_elata,OZ253292.1,array,1,5
Carex_elata,OZ253292.1,gap,63,315
Carex_elata,OZ253292.1,array,1,5
Carex_elata,OZ253292.1,gap,3,15
Carex_elata,OZ253292.1,array,14,70
Carex_elata,OZ253292.1,gap,146,730
Carex_elata,OZ253292.1,array,2,10
Carex_elata,OZ253292.1,gap,21,105
Carex_elata,OZ253292.1,array,3,15
Carex_elata,OZ253292.1,gap,17,85
Carex_elata,OZ253293.1,gap,20,100
Carex_elata,OZ253293.1,array,9,45
Carex_elata,OZ253293.1,gap,208,1040
Carex_elata,OZ253293.1,array,11,55
Carex_elata,OZ253293.1,gap,1,5
Carex_elata,OZ253293.1,array,1,5
Carex_elata,OZ253293.1,gap,100,500
Carex_elata,OZ253293.1,array,3,15
Carex_elata,OZ253293.1,gap,264,1320
Carex_elata,OZ253293.1,array,5,25
Carex_elata,OZ253293.1,gap,88,440
Carex_elata,OZ253293.1,array,4,20
Carex_elata,OZ253293.1,gap,103,515
Carex_elata,OZ253293.1,array,5,25
Carex_elata,OZ253293.1,gap,68,340
Carex_elata,OZ253293.1,array,8,40
Carex_elata,OZ253293.1,gap,138,690
Carex_elata,OZ253293.1,array,5,25
Carex_elata,OZ253293.1,gap,93,465
Carex_elata,OZ253293.1,array,7,35
Carex_elata,OZ253293.1,gap,137,685
Carex_elata,OZ253293.1,array,9,45
Carex_elata,OZ253293.1,gap,49,245
Carex_elata,OZ253293.1,array,1,5
Carex_elata,OZ253293.1,gap,194,970
Carex_elata,OZ253293.1,array,9,45
Carex_elata,OZ253293.1,gap,165,825
Carex_elata,OZ253293.1,array,6,30
Carex_elata,OZ253293.1,gap,84,420
Carex_elata,OZ253293.1,array,3,15
Carex_elata,OZ253293.1,gap,83,415
Carex_elata,OZ253293.1,array,4,20
Carex_elata,OZ253293.1,gap,142,710
Carex_elata,OZ253293.1,array,5,25
Carex_elata,OZ253293.1,gap,67,335
Carex_elata,OZ253294.1,gap,191,955
Carex_elata,OZ253294.1,array,3,15
Carex_elata,OZ253294.1,gap,11,55
Carex_elata,OZ253294.1,array,4,20
Carex_elata,OZ253294.1,gap,288,1440
Carex_elata,OZ253294.1,array,1,5
Carex_elata,OZ253294.1,gap,1,5
Carex_elata,OZ253294.1,array,9,45
Carex_elata,OZ253294.1,gap,249,1245
Carex_elata,OZ253294.1,array,1,5
Carex_elata,OZ253294.1,gap,4,20
Carex_elata,OZ253294.1,array,5,25
Carex_elata,OZ253294.1,gap,226,1130
Carex_elata,OZ253294.1,array,6,30
Carex_elata,OZ253294.1,gap,120,600
Carex_elata,OZ253294.1,array,12,60
Carex_elata,OZ253294.1,gap,1,5
Carex_elata,OZ253294.1,array,1,5
Carex_elata,OZ253294.1,gap,202,1010
Carex_elata,OZ253294.1,array,4,20
Carex_elata,OZ253294.1,gap,120,600
Carex_elata,OZ253294.1,array,2,10
Carex_elata,OZ253294.1,gap,119,595
Carex_elata,OZ253294.1,array,4,20
Carex_elata,OZ253294.1,gap,1,5
Carex_elata,OZ253294.1,array,3,15
Carex_elata,OZ253294.1,gap,99,495
Carex_elata,OZ253294.1,array,4,20
Carex_elata,OZ253294.1,gap,108,540
Carex_elata,OZ253294.1,array,4,20
Carex_elata,OZ253294.1,gap,162,810
Carex_elata,OZ253294.1,array,5,25
Carex_elata,OZ253294.1,gap,54,270
Carex_elata,OZ253294.1,array,7,35
Carex_elata,OZ253294.1,gap,4,20
Carex_elata,OZ253295.1,gap,10,50
Carex_elata,OZ253295.1,array,4,20
Carex_elata,OZ253295.1,gap,237,1185
Carex_elata,OZ253295.1,array,4,20
Carex_elata,OZ253295.1,gap,268,1340
Carex_elata,OZ253295.1,array,5,25
Carex_elata,OZ253295.1,gap,123,615
Carex_elata,OZ253295.1,array,2,10
Carex_elata,OZ253295.1,gap,1,5
Carex_elata,OZ253295.1,array,7,35
Carex_elata,OZ253295.1,gap,156,780
Carex_elata,OZ253295.1,array,8,40
Carex_elata,OZ253295.1,gap,157,785
Carex_elata,OZ253295.1,array,6,30
Carex_elata,OZ253295.1,gap,193,965
Carex_elata,OZ253295.1,array,4,20
Carex_elata,OZ253295.1,gap,121,605
Carex_elata,OZ253295.1,array,5,25
Carex_elata,OZ253295.1,gap,137,685
Carex_elata,OZ253295.1,array,5,25
Carex_elata,OZ253295.1,gap,132,660
Carex_elata,OZ253295.1,array,7,35
Carex_elata,OZ253295.1,gap,246,1230
Carex_elata,OZ253295.1,array,4,20
Carex_elata,OZ253295.1,gap,2,10
Carex_elata,OZ253295.1,array,1,5
Carex_elata,OZ253295.1,gap,52,260
Carex_elata,OZ253295.1,array,4,20
Carex_elata,OZ253295.1,gap,72,360
Carex_elata,OZ253295.1,array,1,5
Carex_elata,OZ253295.1,gap,45,225
Carex_elata,OZ253295.1,array,6,30
Carex_elata,OZ253296.1,gap,6,30
Carex_elata,OZ253296.1,array,11,55
Carex_elata,OZ253296.1,gap,171,855
Carex_elata,OZ253296.1,array,4,20
Carex_elata,OZ253296.1,gap,153,765
Carex_elata,OZ253296.1,array,10,50
Carex_elata,OZ253296.1,gap,280,1400
Carex_elata,OZ253296.1,array,8,40
Carex_elata,OZ253296.1,gap,109,545
Carex_elata,OZ253296.1,array,6,30
Carex_elata,OZ253296.1,gap,108,540
Carex_elata,OZ253296.1,array,4,20
Carex_elata,OZ253296.1,gap,256,1280
Carex_elata,OZ253296.1,array,4,20
Carex_elata,OZ253296.1,gap,165,825
Carex_elata,OZ253296.1,array,4,20
Carex_elata,OZ253296.1,gap,162,810
Carex_elata,OZ253296.1,array,4,20
Carex_elata,OZ253296.1,gap,149,745
Carex_elata,OZ253296.1,array,5,25
Carex_elata,OZ253296.1,gap,56,280
Carex_elata,OZ253296.1,array,3,15
Carex_elata,OZ253296.1,gap,122,610
Carex_elata,OZ253296.1,array,4,20
Carex_elata,OZ253296.1,gap,130,650
Carex_elata,OZ253296.1,array,1,5
Carex_elata,OZ253296.1,gap,2,10
Carex_elata,OZ253296.1,array,5,25
Carex_elata,OZ253296.1,gap,6,30
Carex_elata,OZ253297.1,gap,10,50
Carex_elata,OZ253297.1,array,8,40
Carex_elata,OZ253297.1,gap,228,1140
Carex_elata,OZ253297.1,array,4,20
Carex_elata,OZ253297.1,gap,136,680
Carex_elata,OZ253297.1,array,7,35
Carex_elata,OZ253297.1,gap,317,1585
Carex_elata,OZ253297.1,array,6,30
Carex_elata,OZ253297.1,gap,132,660
Carex_elata,OZ253297.1,array,6,30
Carex_elata,OZ253297.1,gap,173,865
Carex_elata,OZ253297.1,array,5,25
Carex_elata,OZ253297.1,gap,112,560
Carex_elata,OZ253297.1,array,3,15
Carex_elata,OZ253297.1,gap,174,870
Carex_elata,OZ253297.1,array,1,5
Carex_elata,OZ253297.1,gap,1,5
Carex_elata,OZ253297.1,array,6,30
Carex_elata,OZ253297.1,gap,203,1015
Carex_elata,OZ253297.1,array,5,25
Carex_elata,OZ253297.1,gap,71,355
Carex_elata,OZ253297.1,array,6,30
Carex_elata,OZ253297.1,gap,179,895
Carex_elata,OZ253297.1,array,2,10
Carex_elata,OZ253297.1,gap,123,615
Carex_elata,OZ253297.1,array,4,20
Carex_elata,OZ253297.1,gap,25,125
Carex_elata,OZ253298.1,gap,14,70
Carex_elata,OZ253298.1,array,6,30
Carex_elata,OZ253298.1,gap,114,570
Carex_elata,OZ253298.1,array,5,25
Carex_elata,OZ253298.1,gap,2,10
Carex_elata,OZ253298.1,array,5,25
Carex_elata,OZ253298.1,gap,213,1065
Carex_elata,OZ253298.1,array,4,20
Carex_elata,OZ253298.1,gap,109,545
Carex_elata,OZ253298.1,array,4,20
Carex_elata,OZ253298.1,gap,251,1255
Carex_elata,OZ253298.1,array,5,25
Carex_elata,OZ253298.1,gap,192,960
Carex_elata,OZ253298.1,array,5,25
Carex_elata,OZ253298.1,gap,351,1755
Carex_elata,OZ253298.1,array,8,40
Carex_elata,OZ253298.1,gap,401,2005
Carex_elata,OZ253298.1,array,6,30
Carex_elata,OZ253298.1,gap,131,655
Carex_elata,OZ253298.1,array,6,30
Carex_elata,OZ253298.1,gap,3,15
Carex_elata,OZ253299.1,gap,7,35
Carex_elata,OZ253299.1,array,6,30
Carex_elata,OZ253299.1,gap,176,880
Carex_elata,OZ253299.1,array,5,25
Carex_elata,OZ253299.1,gap,134,670
Carex_elata,OZ253299.1,array,3,15
Carex_elata,OZ253299.1,gap,233,1165
Carex_elata,OZ253299.1,array,1,5
Carex_elata,OZ253299.1,gap,477,2385
Carex_elata,OZ253299.1,array,8,40
Carex_elata,OZ253299.1,gap,203,1015
Carex_elata,OZ253299.1,array,5,25
Carex_elata,OZ253299.1,gap,160,800
Carex_elata,OZ253299.1,array,4,20
Carex_elata,OZ253299.1,gap,92,460
Carex_elata,OZ253299.1,array,6,30
Carex_elata,OZ253299.1,gap,168,840
Carex_elata,OZ253299.1,array,1,5
Carex_elata,OZ253299.1,gap,57,285
Carex_elata,OZ253299.1,array,1,5
Carex_elata,OZ253299.1,gap,2,10
Carex_elata,OZ253299.1,array,1,5
Carex_elata,OZ253299.1,gap,4,20
Carex_elata,OZ253299.1,array,4,20
Carex_elata,OZ253299.1,gap,15,75
Carex_elata,OZ253300.1,gap,83,415
Carex_elata,OZ253300.1,array,2,10
Carex_elata,OZ253300.1,gap,70,350
Carex_elata,OZ253300.1,array,3,15
Carex_elata,OZ253300.1,gap,211,1055
Carex_elata,OZ253300.1,array,6,30
Carex_elata,OZ253300.1,gap,121,605
Carex_elata,OZ253300.1,array,5,25
Carex_elata,OZ253300.1,gap,279,1395
Carex_elata,OZ253300.1,array,5,25
Carex_elata,OZ253300.1,gap,414,2070
Carex_elata,OZ253300.1,array,1,5
Carex_elata,OZ253300.1,gap,175,875
Carex_elata,OZ253300.1,array,4,20
Carex_elata,OZ253300.1,gap,86,430
Carex_elata,OZ253300.1,array,1,5
Carex_elata,OZ253300.1,gap,104,520
Carex_elata,OZ253300.1,array,3,15
Carex_elata,OZ253300.1,gap,120,600
Carex_elata,OZ253300.1,array,15,75
Carex_elata,OZ253300.1,gap,37,185
Carex_elata,OZ253300.1,array,8,40
Carex_elata,OZ253300.1,gap,8,40
Carex_elata,OZ253301.1,gap,32,160
Carex_elata,OZ253301.1,array,4,20
Carex_elata,OZ253301.1,gap,10,50
Carex_elata,OZ253301.1,array,4,20
Carex_elata,OZ253301.1,gap,140,700
Carex_elata,OZ253301.1,array,9,45
Carex_elata,OZ253301.1,gap,95,475
Carex_elata,OZ253301.1,array,3,15
Carex_elata,OZ253301.1,gap,156,780
Carex_elata,OZ253301.1,array,1,5
Carex_elata,OZ253301.1,gap,3,15
Carex_elata,OZ253301.1,array,4,20
Carex_elata,OZ253301.1,gap,1,5
Carex_elata,OZ253301.1,array,2,10
Carex_elata,OZ253301.1,gap,1,5
Carex_elata,OZ253301.1,array,2,10
Carex_elata,OZ253301.1,gap,207,1035
Carex_elata,OZ253301.1,array,5,25
Carex_elata,OZ253301.1,gap,133,665
Carex_elata,OZ253301.1,array,5,25
Carex_elata,OZ253301.1,gap,178,890
Carex_elata,OZ253301.1,array,5,25
Carex_elata,OZ253301.1,gap,222,1110
Carex_elata,OZ253301.1,array,8,40
Carex_elata,OZ253301.1,gap,2,10
Carex_elata,OZ253301.1,array,1,5
Carex_elata,OZ253301.1,gap,215,1075
Carex_elata,OZ253301.1,array,7,35
Carex_elata,OZ253301.1,gap,112,560
Carex_elata,OZ253301.1,array,13,65
Carex_elata,OZ253301.1,gap,148,740
Carex_elata,OZ253301.1,array,9,45
Carex_elata,OZ253301.1,gap,2,10
Carex_elata,OZ253302.1,gap,20,100
Carex_elata,OZ253302.1,array,1,5
Carex_elata,OZ253302.1,gap,3,15
Carex_elata,OZ253302.1,array,8,40
Carex_elata,OZ253302.1,gap,189,945
Carex_elata,OZ253302.1,array,3,15
Carex_elata,OZ253302.1,gap,243,1215
Carex_elata,OZ253302.1,array,5,25
Carex_elata,OZ253302.1,gap,72,360
Carex_elata,OZ253302.1,array,1,5
Carex_elata,OZ253302.1,gap,109,545
Carex_elata,OZ253302.1,array,1,5
Carex_elata,OZ253302.1,gap,721,3605
Carex_elata,OZ253302.1,array,5,25
Carex_elata,OZ253302.1,gap,133,665
Carex_elata,OZ253302.1,array,2,10
Carex_elata,OZ253302.1,gap,85,425
Carex_elata,OZ253303.1,gap,45,225
Carex_elata,OZ253303.1,array,7,35
Carex_elata,OZ253303.1,gap,190,950
Carex_elata,OZ253303.1,array,5,25
Carex_elata,OZ253303.1,gap,233,1165
Carex_elata,OZ253303.1,array,4,20
